Company	Product	metric_type	units	freq	metric_value	metric_key
Actavis	Methylphenidate ER	product_sales	usd_mm	YEAR	830.717	2012-12-31
Merck & Co	Isentress	product_sales	usd_mm	YEAR	822.000	2012-12-31
AstraZeneca	Seroquel XR	product_sales	usd_mm	YEAR	811.000	2012-12-31
Cubist Pharmaceuticals	Cubicin	product_sales	usd_mm	YEAR	809.200	2012-12-31
Johnson & Johnson	Procrit	product_sales	usd_mm	YEAR	805.000	2012-12-31
Bristol-Myers Squibb	Reyataz	product_sales	usd_mm	YEAR	783.000	2012-12-31
Eli Lilly	Cialis	product_sales	usd_mm	YEAR	782.200	2012-12-31
Amgen	Aranesp	product_sales	usd_mm	YEAR	782.000	2012-12-31
Grifols	Gamunex IGIV	product_sales	usd_mm	YEAR	767.026	2012-12-31
Merck & Co	Vytorin	product_sales	usd_mm	YEAR	764.000	2012-12-31
Novo Nordisk	NovoSeven	product_sales	usd_mm	YEAR	759.502	2012-12-31
Roche	Xolair	product_sales	usd_mm	YEAR	752.120	2012-12-31
AbbVie	TriCor	product_sales	usd_mm	YEAR	748.000	2012-12-31
Bayer	Betaseron	product_sales	usd_mm	YEAR	743.185	2012-12-31
Allergan	Restasis	product_sales	usd_mm	YEAR	739.711	2012-12-31
Novartis	Gilenya	product_sales	usd_mm	YEAR	727.000	2012-12-31
Boehringer Ingelheim	Pradaxa	product_sales	usd_mm	YEAR	723.073	2012-12-31
Warner Chilcott	Asacol	product_sales	usd_mm	YEAR	719.000	2012-12-31
GlaxoSmithKline	Flixotide/Flovent	product_sales	usd_mm	YEAR	709.411	2012-12-31
Eli Lilly	Evista	product_sales	usd_mm	YEAR	699.500	2012-12-31
AstraZeneca	Seroquel	product_sales	usd_mm	YEAR	697.000	2012-12-31
Bristol-Myers Squibb	Erbitux	product_sales	usd_mm	YEAR	688.000	2012-12-31
Johnson & Johnson	Prezista	product_sales	usd_mm	YEAR	672.000	2012-12-31
Roche	Xeloda	product_sales	usd_mm	YEAR	668.907	2012-12-31
Pfizer	Zyvox	product_sales	usd_mm	YEAR	665.000	2012-12-31
Novartis	Sandostatin LAR Depot	product_sales	usd_mm	YEAR	649.000	2012-12-31
Amgen	Xgeva	product_sales	usd_mm	YEAR	644.000	2012-12-31
Mylan	EpiPen	product_sales	usd_mm	YEAR	642.200	2012-12-31
Actelion	Tracleer	product_sales	usd_mm	YEAR	640.069	2012-12-31
Amgen	Sensipar	product_sales	usd_mm	YEAR	639.000	2012-12-31
Johnson & Johnson	Stelara	product_sales	usd_mm	YEAR	627.000	2012-12-31
AstraZeneca	Synagis	product_sales	usd_mm	YEAR	611.000	2012-12-31
Roche	Tarceva	product_sales	usd_mm	YEAR	609.164	2012-12-31
Johnson & Johnson	Concerta	product_sales	usd_mm	YEAR	609.000	2012-12-31
Teva Pharmaceutical Industries	Treanda	product_sales	usd_mm	YEAR	608.000	2012-12-31
Merck & Co	Zostavax	product_sales	usd_mm	YEAR	607.000	2012-12-31
Reckitt Benckiser	Suboxone Film	product_sales	usd_mm	YEAR	605.163	2012-12-31
Sanofi	Fluzone/Vaxigrip	product_sales	usd_mm	YEAR	599.177	2012-12-31
Merck & Co	Nasonex	product_sales	usd_mm	YEAR	597.000	2012-12-31
Bristol-Myers Squibb	Orencia	product_sales	usd_mm	YEAR	596.000	2012-12-31
Eli Lilly	Humulin R	product_sales	usd_mm	YEAR	592.100	2012-12-31
Sanofi	Renagel	product_sales	usd_mm	YEAR	579.890	2012-12-31
Roche	Pegasys	product_sales	usd_mm	YEAR	577.159	2012-12-31
Astellas Pharma	Lexiscan	product_sales	usd_mm	YEAR	575.825	2012-12-31
Roche	Activase	product_sales	usd_mm	YEAR	570.758	2012-12-31
AbbVie	Lupron	product_sales	usd_mm	YEAR	569.000	2012-12-31
Astellas Pharma	Vesicare	product_sales	usd_mm	YEAR	566.148	2012-12-31
Novartis	Zometa	product_sales	usd_mm	YEAR	561.000	2012-12-31
AbbVie	Synthroid	product_sales	usd_mm	YEAR	551.000	2012-12-31
Dainippon Sumitomo Pharma	Lunesta	product_sales	usd_mm	YEAR	541.953	2012-12-31
Pfizer	Advil	product_sales	usd_mm	YEAR	526.704	2012-12-31
Salix Pharmaceuticals	Xifaxan 550	product_sales	usd_mm	YEAR	514.480	2012-12-31
Questcor Pharmaceuticals	H.P. Acthar Gel	product_sales	usd_mm	YEAR	508.492	2012-12-31
Bristol-Myers Squibb	Yervoy	product_sales	usd_mm	YEAR	503.000	2012-12-31
GlaxoSmithKline	Avodart	product_sales	usd_mm	YEAR	501.971	2012-12-31
The Medicines Company	Angiomax	product_sales	usd_mm	YEAR	501.700	2012-12-31
Teva Pharmaceutical Industries	Budesonide (inhalation)	product_sales	usd_mm	YEAR	498.341	2012-12-31
Sanofi	Menactra	product_sales	usd_mm	YEAR	497.600	2012-12-31
Bayer	Mirena	product_sales	usd_mm	YEAR	495.028	2012-12-31
Pfizer	Pristiq	product_sales	usd_mm	YEAR	493.000	2012-12-31
Merck & Co	Maxalt	product_sales	usd_mm	YEAR	491.000	2012-12-31
Eli Lilly	Forteo	product_sales	usd_mm	YEAR	488.200	2012-12-31
Pfizer	Detrol	product_sales	usd_mm	YEAR	486.000	2012-12-31
Johnson & Johnson	Invega Sustenna	product_sales	usd_mm	YEAR	482.000	2012-12-31
Sanofi	Pentacel	product_sales	usd_mm	YEAR	480.884	2012-12-31
Johnson & Johnson	Zytiga	product_sales	usd_mm	YEAR	463.000	2012-12-31
Actavis	Atorvastatin calcium	product_sales	usd_mm	YEAR	462.208	2012-12-31
Merck & Co	Pneumovax	product_sales	usd_mm	YEAR	461.000	2012-12-31
GlaxoSmithKline	NicoDerm CQ	product_sales	usd_mm	YEAR	458.210	2012-12-31
Forest Laboratories	Bystolic	product_sales	usd_mm	YEAR	455.092	2012-12-31
Merck & Co	RotaTeq	product_sales	usd_mm	YEAR	453.000	2012-12-31
Novartis	Enoxaparin Sodium	product_sales	usd_mm	YEAR	451.000	2012-12-31
Eisai	Aloxi	product_sales	usd_mm	YEAR	443.966	2012-12-31
Johnson & Johnson	Risperdal Consta	product_sales	usd_mm	YEAR	439.000	2012-12-31
GlaxoSmithKline	Ventolin HFA	product_sales	usd_mm	YEAR	438.631	2012-12-31
Novo Nordisk	NovoMix 30	product_sales	usd_mm	YEAR	429.757	2012-12-31
Shire	Adderall XR	product_sales	usd_mm	YEAR	429.000	2012-12-31
Novartis	Exelon	product_sales	usd_mm	YEAR	428.000	2012-12-31
Bayer	Kogenate	product_sales	usd_mm	YEAR	426.881	2012-12-31
Sanofi	Adacel	product_sales	usd_mm	YEAR	426.815	2012-12-31
Merck & Co	Temodar	product_sales	usd_mm	YEAR	423.000	2012-12-31
Reckitt Benckiser	Suboxone	product_sales	usd_mm	YEAR	422.796	2012-12-31
GlaxoSmithKline	Hepatitis Vaccine Franchise	product_sales	usd_mm	YEAR	421.213	2012-12-31
Novartis	Patanol	product_sales	usd_mm	YEAR	420.000	2012-12-31
UCB	Cimzia	product_sales	usd_mm	YEAR	412.738	2012-12-31
Novartis	Afinitor	product_sales	usd_mm	YEAR	412.000	2012-12-31
Sanofi	Lovenox	product_sales	usd_mm	YEAR	410.166	2012-12-31
Gilead Sciences	Letairis	product_sales	usd_mm	YEAR	410.054	2012-12-31
Johnson & Johnson	Oral Contraceptive Franchise	product_sales	usd_mm	YEAR	409.118	2012-12-31
Takeda	Colcrys	product_sales	usd_mm	YEAR	406.465	2012-12-31
Bristol-Myers Squibb	Sprycel	product_sales	usd_mm	YEAR	404.000	2012-12-31
Novartis	Ritalin/Ritalin LA	product_sales	usd_mm	YEAR	402.000	2012-12-31
Alexion Pharmaceuticals	Soliris	product_sales	usd_mm	YEAR	400.483	2012-12-31
Daiichi Sankyo	Welchol	product_sales	usd_mm	YEAR	400.416	2012-12-31
Boehringer Ingelheim	Micardis	product_sales	usd_mm	YEAR	398.003	2012-12-31
Takeda	Dexilant	product_sales	usd_mm	YEAR	395.578	2012-12-31
Warner Chilcott	Loestrin 24 FE	product_sales	usd_mm	YEAR	389.000	2012-12-31
Sanofi	Synvisc	product_sales	usd_mm	YEAR	388.308	2012-12-31
Gilead Sciences	Viread	product_sales	usd_mm	YEAR	387.929	2012-12-31
Merck & Co	Claritin OTC	product_sales	usd_mm	YEAR	386.000	2012-12-31
GlaxoSmithKline	Epzicom/Kivexa	product_sales	usd_mm	YEAR	384.792	2012-12-31
Eli Lilly	Strattera	product_sales	usd_mm	YEAR	384.100	2012-12-31
Astellas Pharma	Prograf	product_sales	usd_mm	YEAR	381.061	2012-12-31
Novartis	Travatan	product_sales	usd_mm	YEAR	380.000	2012-12-31
Jazz Pharmaceuticals	Xyrem	product_sales	usd_mm	YEAR	378.663	2012-12-31
Boehringer Ingelheim	Aggrenox	product_sales	usd_mm	YEAR	375.847	2012-12-31
Teva Pharmaceutical Industries	ProAir HFA	product_sales	usd_mm	YEAR	373.772	2012-12-31
Gilead Sciences	Ranexa	product_sales	usd_mm	YEAR	372.949	2012-12-31
Procter & Gamble	Prilosec OTC	product_sales	usd_mm	YEAR	372.598	2012-12-31
Roche	Tamiflu	product_sales	usd_mm	YEAR	372.326	2012-12-31
Johnson & Johnson	AcipHex	product_sales	usd_mm	YEAR	372.000	2012-12-31
Merck & Co	NuvaRing	product_sales	usd_mm	YEAR	366.000	2012-12-31
Merck & Co	M-M-R II	product_sales	usd_mm	YEAR	365.000	2012-12-31
Eli Lilly	Zyprexa	product_sales	usd_mm	YEAR	360.400	2012-12-31
Shire	Lialda	product_sales	usd_mm	YEAR	359.790	2012-12-31
Novartis	Exforge	product_sales	usd_mm	YEAR	358.000	2012-12-31
Pfizer	BeneFIX	product_sales	usd_mm	YEAR	358.000	2012-12-31
United Therapeutics	Remodulin	product_sales	usd_mm	YEAR	357.216	2012-12-31
Bristol-Myers Squibb	Onglyza	product_sales	usd_mm	YEAR	356.000	2012-12-31
Teva Pharmaceutical Industries	Provigil	product_sales	usd_mm	YEAR	354.667	2012-12-31
Novartis	Reclast	product_sales	usd_mm	YEAR	354.000	2012-12-31
AbbVie	Creon	product_sales	usd_mm	YEAR	353.000	2012-12-31
Novartis	Tasigna	product_sales	usd_mm	YEAR	351.000	2012-12-31
AbbVie	TriLipix	product_sales	usd_mm	YEAR	350.144	2012-12-31
GlaxoSmithKline	Pediarix	product_sales	usd_mm	YEAR	345.204	2012-12-31
Roche	Valcyte	product_sales	usd_mm	YEAR	344.588	2012-12-31
Roche	Pulmozyme	product_sales	usd_mm	YEAR	342.455	2012-12-31
Eli Lilly	Effient	product_sales	usd_mm	YEAR	339.000	2012-12-31
Novo Nordisk	Human insulin & devices	product_sales	usd_mm	YEAR	338.382	2012-12-31
Pfizer	Sutent	product_sales	usd_mm	YEAR	337.000	2012-12-31
Pfizer	Centrum	product_sales	usd_mm	YEAR	335.425	2012-12-31
Celgene	Abraxane	product_sales	usd_mm	YEAR	333.000	2012-12-31
Teva Pharmaceutical Industries	Nuvigil	product_sales	usd_mm	YEAR	328.333	2012-12-31
Celgene	Vidaza	product_sales	usd_mm	YEAR	327.000	2012-12-31
United Therapeutics	Tyvaso	product_sales	usd_mm	YEAR	325.614	2012-12-31
Dendreon	Provenge	product_sales	usd_mm	YEAR	325.333	2012-12-31
UCB	Vimpat	product_sales	usd_mm	YEAR	322.733	2012-12-31
ViroPharma	Cinryze	product_sales	usd_mm	YEAR	320.513	2012-12-31
General Electric	Visipaque	product_sales	usd_mm	YEAR	320.031	2012-12-31
Roche	Nutropin	product_sales	usd_mm	YEAR	316.851	2012-12-31
Pfizer	Chantix	product_sales	usd_mm	YEAR	313.000	2012-12-31
Pfizer	Revatio	product_sales	usd_mm	YEAR	312.000	2012-12-31
Eisai	AcipHex	product_sales	usd_mm	YEAR	310.849	2012-12-31
AstraZeneca	Faslodex	product_sales	usd_mm	YEAR	310.000	2012-12-31
Allergan	Lumigan	product_sales	usd_mm	YEAR	309.203	2012-12-31
Warner Chilcott	Actonel	product_sales	usd_mm	YEAR	308.000	2012-12-31
Dainippon Sumitomo Pharma	Xopenex	product_sales	usd_mm	YEAR	306.058	2012-12-31
Endo International	Opana ER	product_sales	usd_mm	YEAR	299.287	2012-12-31
Johnson & Johnson	Invega	product_sales	usd_mm	YEAR	299.000	2012-12-31
Novo Nordisk	Norditropin SimpleXx	product_sales	usd_mm	YEAR	297.272	2012-12-31
Medicis Pharmaceutical	Solodyn	product_sales	usd_mm	YEAR	296.386	2012-12-31
Takeda	Prevacid	product_sales	usd_mm	YEAR	296.381	2012-12-31
Amgen	Prolia	product_sales	usd_mm	YEAR	292.000	2012-12-31
Johnson & Johnson	Simponi	product_sales	usd_mm	YEAR	292.000	2012-12-31
GlaxoSmithKline	Lamictal	product_sales	usd_mm	YEAR	291.365	2012-12-31
General Electric	Omnipaque	product_sales	usd_mm	YEAR	291.138	2012-12-31
Ranbaxy Laboratories	Atorvastatin	product_sales	usd_mm	YEAR	289.921	2012-12-31
Shire	Intuniv	product_sales	usd_mm	YEAR	287.800	2012-12-31
Teva Pharmaceutical Industries	Escitalopram Oxalate	product_sales	usd_mm	YEAR	285.577	2012-12-31
Grifols	Prolastin-C A1P1	product_sales	usd_mm	YEAR	283.526	2012-12-31
Amylin Pharmaceuticals	Byetta	product_sales	usd_mm	YEAR	281.292	2012-12-31
Gilead Sciences	Complera	product_sales	usd_mm	YEAR	280.070	2012-12-31
AbbVie	Kaletra	product_sales	usd_mm	YEAR	280.000	2012-12-31
Merck KGaA	Gonal-F	product_sales	usd_mm	YEAR	279.311	2012-12-31
AbbVie	Norvir	product_sales	usd_mm	YEAR	276.000	2012-12-31
Merck & Co	Emend	product_sales	usd_mm	YEAR	276.000	2012-12-31
Mylan	Escitalopram Oxalate	product_sales	usd_mm	YEAR	275.110	2012-12-31
Johnson & Johnson	Nucynta	product_sales	usd_mm	YEAR	272.675	2012-12-31
Novartis	Fluvirin	product_sales	usd_mm	YEAR	272.160	2012-12-31
Novartis	Vigamox	product_sales	usd_mm	YEAR	270.000	2012-12-31
Takeda	Amitiza	product_sales	usd_mm	YEAR	269.767	2012-12-31
Merck & Co	Victrelis	product_sales	usd_mm	YEAR	267.000	2012-12-31
Acorda Therapeutics	Ampyra	product_sales	usd_mm	YEAR	266.100	2012-12-31
Shire	Pentasa	product_sales	usd_mm	YEAR	265.800	2012-12-31
Bayer	Nexavar	product_sales	usd_mm	YEAR	262.301	2012-12-31
Reckitt Benckiser	Mucinex SE/Humibid	product_sales	usd_mm	YEAR	259.143	2012-12-31
Sanofi	Multaq	product_sales	usd_mm	YEAR	257.157	2012-12-31
Roche	Actemra	product_sales	usd_mm	YEAR	257.108	2012-12-31
Teva Pharmaceutical Industries	Mixed Amphetamine Salts XR	product_sales	usd_mm	YEAR	252.000	2012-12-31
Novartis	Exjade	product_sales	usd_mm	YEAR	251.000	2012-12-31
Valeant Pharmaceuticals International	Zovirax Topical	product_sales	usd_mm	YEAR	250.050	2012-12-31
Grifols	Flebogamma	product_sales	usd_mm	YEAR	246.000	2012-12-31
Bayer	Yasmin	product_sales	usd_mm	YEAR	244.300	2012-12-31
Baxter International	Suprane	product_sales	usd_mm	YEAR	241.801	2012-12-31
Bristol-Myers Squibb	Baraclude	product_sales	usd_mm	YEAR	241.000	2012-12-31
Johnson & Johnson	Xarelto	product_sales	usd_mm	YEAR	239.000	2012-12-31
Novartis	Myfortic	product_sales	usd_mm	YEAR	239.000	2012-12-31
GlaxoSmithKline	Lamictal XR	product_sales	usd_mm	YEAR	234.359	2012-12-31
Hospira	Precedex	product_sales	usd_mm	YEAR	233.650	2012-12-31
Eisai	Dacogen	product_sales	usd_mm	YEAR	233.475	2012-12-31
Auxilium Pharmaceuticals	Testim	product_sales	usd_mm	YEAR	233.400	2012-12-31
AstraZeneca	Pulmicort Respules	product_sales	usd_mm	YEAR	233.000	2012-12-31
GlaxoSmithKline	Boostrix	product_sales	usd_mm	YEAR	232.775	2012-12-31
UCB	E Keppra	product_sales	usd_mm	YEAR	232.727	2012-12-31
AbbVie	Zemplar	product_sales	usd_mm	YEAR	230.000	2012-12-31
Novartis	TOBI	product_sales	usd_mm	YEAR	228.502	2012-12-31
Merck & Co	Invanz	product_sales	usd_mm	YEAR	227.000	2012-12-31
Teva Pharmaceutical Industries	QVAR	product_sales	usd_mm	YEAR	226.927	2012-12-31
Johnson & Johnson	Zyrtec	product_sales	usd_mm	YEAR	223.353	2012-12-31
Pfizer	Skelaxin	product_sales	usd_mm	YEAR	223.000	2012-12-31
Merck KGaA	Saizen	product_sales	usd_mm	YEAR	220.661	2012-12-31
Pfizer	Relpax	product_sales	usd_mm	YEAR	219.000	2012-12-31
Bristol-Myers Squibb	Sustiva	product_sales	usd_mm	YEAR	217.531	2012-12-31
Pfizer	Tazocin/Zosyn	product_sales	usd_mm	YEAR	217.000	2012-12-31
Emergent BioSolutions	BioThrax	product_sales	usd_mm	YEAR	215.879	2012-12-31
Takeda	Uloric	product_sales	usd_mm	YEAR	214.120	2012-12-31
Amgen	Nplate	product_sales	usd_mm	YEAR	214.000	2012-12-31
Pfizer	Geodon	product_sales	usd_mm	YEAR	214.000	2012-12-31
Sanofi	Cerezyme	product_sales	usd_mm	YEAR	213.441	2012-12-31
GlaxoSmithKline	Coreg CR	product_sales	usd_mm	YEAR	209.023	2012-12-31
Novogyne Pharmaceuticals	Vivelle-Dot/Estradot	product_sales	usd_mm	YEAR	208.668	2012-12-31
Spectrum Pharmaceuticals	Fusilev	product_sales	usd_mm	YEAR	204.300	2012-12-31
Pfizer	Genotropin	product_sales	usd_mm	YEAR	204.000	2012-12-31
Bristol-Myers Squibb	Orencia SC	product_sales	usd_mm	YEAR	201.000	2012-12-31
Teva Pharmaceutical Industries	Azilect	product_sales	usd_mm	YEAR	200.972	2012-12-31
Lundbeck	Xenazine	product_sales	usd_mm	YEAR	199.333	2012-12-31
Merck & Co	Dulera	product_sales	usd_mm	YEAR	199.000	2012-12-31
Sanofi	Fabrazyme	product_sales	usd_mm	YEAR	195.440	2012-12-31
Forest Laboratories	Lexapro	product_sales	usd_mm	YEAR	194.939	2012-12-31
Dainippon Sumitomo Pharma	Latuda	product_sales	usd_mm	YEAR	194.764	2012-12-31
Warner Chilcott	Estrace Cream	product_sales	usd_mm	YEAR	194.000	2012-12-31
Merck & Co	Integrilin	product_sales	usd_mm	YEAR	193.000	2012-12-31
Merck & Co	Avelox	product_sales	usd_mm	YEAR	192.000	2012-12-31
IMPAX Laboratories	Mixed Amphetamine Salts XR	product_sales	usd_mm	YEAR	191.600	2012-12-31
Baxter International	Recombinate	product_sales	usd_mm	YEAR	186.030	2012-12-31
Baxter International	FEIBA VH	product_sales	usd_mm	YEAR	185.535	2012-12-31
Par Pharmaceutical Companies	Metoprolol Succinate XR	product_sales	usd_mm	YEAR	185.503	2012-12-31
Pfizer	Rapamune	product_sales	usd_mm	YEAR	185.000	2012-12-31
Celgene	Thalomid	product_sales	usd_mm	YEAR	184.365	2012-12-31
Actavis	Metoprolol Succinate	product_sales	usd_mm	YEAR	182.809	2012-12-31
Roche	CellCept	product_sales	usd_mm	YEAR	182.429	2012-12-31
General Electric	Myoview	product_sales	usd_mm	YEAR	179.402	2012-12-31
Daiichi Sankyo	Azor	product_sales	usd_mm	YEAR	179.038	2012-12-31
Mylan	Fentanyl Transdermal System	product_sales	usd_mm	YEAR	177.733	2012-12-31
Johnson & Johnson	Intelence	product_sales	usd_mm	YEAR	176.000	2012-12-31
Novartis	Extravan/DuoTrav	product_sales	usd_mm	YEAR	175.000	2012-12-31
GlaxoSmithKline	Tums	product_sales	usd_mm	YEAR	174.186	2012-12-31
AstraZeneca	FluMist	product_sales	usd_mm	YEAR	174.000	2012-12-31
Valeant Pharmaceuticals International	Wellbutrin XL	product_sales	usd_mm	YEAR	173.000	2012-12-31
Vertex Pharmaceuticals	Kalydeco	product_sales	usd_mm	YEAR	171.600	2012-12-31
Warner Chilcott	Enablex	product_sales	usd_mm	YEAR	170.000	2012-12-31
Boehringer Ingelheim	Atrovent HFA	product_sales	usd_mm	YEAR	169.301	2012-12-31
Merck & Co	Proventil-HFA	product_sales	usd_mm	YEAR	169.000	2012-12-31
Galderma	Epiduo	product_sales	usd_mm	YEAR	167.801	2012-12-31
Merck & Co	Asmanex	product_sales	usd_mm	YEAR	166.000	2012-12-31
Eli Lilly	Humatrope	product_sales	usd_mm	YEAR	165.900	2012-12-31
Baxter International	Tisseel	product_sales	usd_mm	YEAR	165.143	2012-12-31
Merck & Co	Puregon/Follistim	product_sales	usd_mm	YEAR	165.000	2012-12-31
Novartis	Tekturna	product_sales	usd_mm	YEAR	165.000	2012-12-31
Forest Laboratories	Viibryd	product_sales	usd_mm	YEAR	162.511	2012-12-31
Bristol-Myers Squibb	Kombiglyze XR	product_sales	usd_mm	YEAR	160.000	2012-12-31
Merck & Co	Saphris	product_sales	usd_mm	YEAR	159.823	2012-12-31
Novartis	Excedrin	product_sales	usd_mm	YEAR	159.223	2012-12-31
Perrigo Company	Omeprazole Magnesium Tablet	product_sales	usd_mm	YEAR	159.039	2012-12-31
Actavis	Hydrocodone & Acetaminophen	product_sales	usd_mm	YEAR	159.000	2012-12-31
Baxter International	FloSeal	product_sales	usd_mm	YEAR	158.449	2012-12-31
GlaxoSmithKline	Rotarix	product_sales	usd_mm	YEAR	158.351	2012-12-31
Allergan	Alphagan	product_sales	usd_mm	YEAR	157.860	2012-12-31
Teva Pharmaceutical Industries	Olanzapine	product_sales	usd_mm	YEAR	157.163	2012-12-31
Bristol-Myers Squibb	Avapro	product_sales	usd_mm	YEAR	155.000	2012-12-31
Shire	Dermagraft	product_sales	usd_mm	YEAR	153.800	2012-12-31
Dainippon Sumitomo Pharma	Brovana	product_sales	usd_mm	YEAR	153.634	2012-12-31
Johnson & Johnson	Topamax	product_sales	usd_mm	YEAR	152.750	2012-12-31
Bavarian Nordic	Imvamune	product_sales	usd_mm	YEAR	152.583	2012-12-31
Merck & Co	Recombivax HB	product_sales	usd_mm	YEAR	152.327	2012-12-31
Pfizer	Tygacil	product_sales	usd_mm	YEAR	152.000	2012-12-31
Galderma	Oracea	product_sales	usd_mm	YEAR	151.868	2012-12-31
Hospira	Docetaxel	product_sales	usd_mm	YEAR	150.602	2012-12-31
Sanofi	Myozyme	product_sales	usd_mm	YEAR	150.437	2012-12-31
AstraZeneca	Atacand	product_sales	usd_mm	YEAR	150.000	2012-12-31
IMPAX Laboratories	Fenofibrate	product_sales	usd_mm	YEAR	149.800	2012-12-31
Johnson & Johnson	Ultram	product_sales	usd_mm	YEAR	149.408	2012-12-31
Boehringer Ingelheim	Dulcolax	product_sales	usd_mm	YEAR	148.894	2012-12-31
Pfizer	Protonix	product_sales	usd_mm	YEAR	148.000	2012-12-31
Astellas Pharma	Xtandi	product_sales	usd_mm	YEAR	147.585	2012-12-31
GlaxoSmithKline	Wellvone	product_sales	usd_mm	YEAR	147.266	2012-12-31
Bristol-Myers Squibb	Byetta	product_sales	usd_mm	YEAR	147.000	2012-12-31
Novartis	Comtan	product_sales	usd_mm	YEAR	147.000	2012-12-31
Allergan	Combigan	product_sales	usd_mm	YEAR	146.346	2012-12-31
Santarus	Glumetza	product_sales	usd_mm	YEAR	144.997	2012-12-31
Merck & Co	Zolinza	product_sales	usd_mm	YEAR	144.718	2012-12-31
GlaxoSmithKline	Votrient	product_sales	usd_mm	YEAR	144.099	2012-12-31
Mylan	Omeprazole	product_sales	usd_mm	YEAR	144.000	2012-12-31
BioMarin Pharmaceutical	Kuvan	product_sales	usd_mm	YEAR	143.100	2012-12-31
Eisai	Halaven	product_sales	usd_mm	YEAR	140.847	2012-12-31
Par Pharmaceutical Companies	Budesonide EC	product_sales	usd_mm	YEAR	140.472	2012-12-31
Sanofi	Jevtana	product_sales	usd_mm	YEAR	140.151	2012-12-31
Pfizer	Medrol	product_sales	usd_mm	YEAR	140.000	2012-12-31
GlaxoSmithKline	FluLaval/Fluviral	product_sales	usd_mm	YEAR	139.349	2012-12-31
Merck & Co	Nexplanon	product_sales	usd_mm	YEAR	139.000	2012-12-31
IMPAX Laboratories	Zomig	product_sales	usd_mm	YEAR	137.733	2012-12-31
Warner Chilcott	Lo Loestrin FE	product_sales	usd_mm	YEAR	137.000	2012-12-31
Incyte	Jakafi	product_sales	usd_mm	YEAR	136.001	2012-12-31
Bausch + Lomb	Ocuvite	product_sales	usd_mm	YEAR	136.000	2012-12-31
Medicis Pharmaceutical	Restylane	product_sales	usd_mm	YEAR	135.655	2012-12-31
Seattle Genetics	Adcetris	product_sales	usd_mm	YEAR	135.600	2012-12-31
Allergan	Refresh	product_sales	usd_mm	YEAR	135.200	2012-12-31
Eisai	Aricept	product_sales	usd_mm	YEAR	133.359	2012-12-31
Pfizer	Robitussin	product_sales	usd_mm	YEAR	133.356	2012-12-31
Teva Pharmaceutical Industries	Atorvastatin	product_sales	usd_mm	YEAR	128.333	2012-12-31
Aptalis Holdings	Zenpep	product_sales	usd_mm	YEAR	126.600	2012-12-31
Merck & Co	Clarinex	product_sales	usd_mm	YEAR	126.000	2012-12-31
GlaxoSmithKline	Soriatane	product_sales	usd_mm	YEAR	125.097	2012-12-31
Merck & Co	Propecia	product_sales	usd_mm	YEAR	124.000	2012-12-31
Pfizer	Flector Patch	product_sales	usd_mm	YEAR	123.934	2012-12-31
Mylan	Lansoprazole DR	product_sales	usd_mm	YEAR	123.800	2012-12-31
United Therapeutics	Adcirca	product_sales	usd_mm	YEAR	122.540	2012-12-31
Amgen	Vectibix	product_sales	usd_mm	YEAR	122.000	2012-12-31
Boehringer Ingelheim	Tradjenta	product_sales	usd_mm	YEAR	121.385	2012-12-31
Sanofi	Thymoglobulin	product_sales	usd_mm	YEAR	121.211	2012-12-31
Reckitt Benckiser	Mucinex DM	product_sales	usd_mm	YEAR	120.845	2012-12-31
Pfizer	Arthrotec	product_sales	usd_mm	YEAR	120.000	2012-12-31
Roche	Zelboraf	product_sales	usd_mm	YEAR	119.486	2012-12-31
Novartis	Menveo	product_sales	usd_mm	YEAR	119.273	2012-12-31
Aptalis Holdings	Carafate	product_sales	usd_mm	YEAR	119.000	2012-12-31
Aptalis Holdings	Canasa/Salofalk	product_sales	usd_mm	YEAR	118.900	2012-12-31
Actelion	Ventavis	product_sales	usd_mm	YEAR	117.565	2012-12-31
Endo International	Voltaren Emulgel	product_sales	usd_mm	YEAR	117.563	2012-12-31
Eisai	Fragmin	product_sales	usd_mm	YEAR	117.343	2012-12-31
AstraZeneca	Toprol-XL	product_sales	usd_mm	YEAR	117.015	2012-12-31
Astellas Pharma	Mycamine	product_sales	usd_mm	YEAR	114.923	2012-12-31
GlaxoSmithKline	Imitrex	product_sales	usd_mm	YEAR	114.012	2012-12-31
Bayer	Gadavist	product_sales	usd_mm	YEAR	113.094	2012-12-31
Pfizer	Toviaz	product_sales	usd_mm	YEAR	113.000	2012-12-31
Valeant Pharmaceuticals International	Retin-A Micro	product_sales	usd_mm	YEAR	112.333	2012-12-31
Sanofi	Menomune	product_sales	usd_mm	YEAR	110.578	2012-12-31
AbbVie	Depakote	product_sales	usd_mm	YEAR	110.188	2012-12-31
Sanofi	Ambien	product_sales	usd_mm	YEAR	109.292	2012-12-31
Pfizer	Effexor XR	product_sales	usd_mm	YEAR	109.000	2012-12-31
Perrigo Company	Cetirizine Hydrochloride	product_sales	usd_mm	YEAR	108.225	2012-12-31
Mylan	Levothyroxine Sodium	product_sales	usd_mm	YEAR	108.000	2012-12-31
GlaxoSmithKline	Lexiva	product_sales	usd_mm	YEAR	107.678	2012-12-31
GlaxoSmithKline	Tykerb	product_sales	usd_mm	YEAR	107.678	2012-12-31
GlaxoSmithKline	Arixtra	product_sales	usd_mm	YEAR	107.678	2012-12-31
